CustomerID,Gender,PartnerATT,DependentsATT,Landline,InternetService,PaymentMethod,Contract,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,TenureMonths,Churn
C00274,Male,Yes,No,No,None,MailedCheck,Month-to-Month,Yes,No,35.52,2406.81,65,No
C00275,Male,No,No,No,ATT,BankTransfer,OneYear,Yes,No,124.95,6291.68,50,Yes
C00276,Male,No,Yes,Yes,Other,CreditCard,Month-to-Month,No,No,62.08,4428.47,71,No
C00277,Male,No,No,Yes,ATT,CreditCard,Month-to-Month,Yes,Yes,130.0,407.42,2,Yes
C00278,Male,Yes,No,Yes,None,MailedCheck,Month-to-Month,Yes,No,103.82,3248.4,30,No
C00279,Male,Yes,Yes,No,None,BankTransfer,Month-to-Month,No,Yes,44.6,2962.41,66,No
C00280,Female,Yes,No,No,ATT,Electronic,OneYear,No,Yes,96.54,817.06,7,Yes
C00281,Male,Yes,No,No,ATT,CreditCard,Month-to-Month,Yes,Yes,85.78,1553.95,16,No
C00282,Male,No,No,Yes,ATT,MailedCheck,TwoYear,Yes,No,85.17,4394.76,50,No
C00283,Male,Yes,Yes,Yes,ATT,BankTransfer,Month-to-Month,Yes,Yes,105.13,2063.56,18,No
C00284,Male,Yes,No,Yes,Other,BankTransfer,OneYear,Yes,No,91.27,2904.39,30,No
C00285,Female,Yes,No,Yes,None,Electronic,Month-to-Month,No,Yes,64.45,1517.17,21,No
C00286,Male,Yes,No,Yes,Other,Electronic,Month-to-Month,No,Yes,119.23,5559.48,45,Yes
C00287,Female,No,No,Yes,Other,BankTransfer,TwoYear,No,No,73.59,1374.17,16,No
C00288,Male,Yes,Yes,No,ATT,CreditCard,Month-to-Month,Yes,Yes,78.1,789.42,10,No
C00289,Female,No,No,No,ATT,CreditCard,TwoYear,No,No,81.53,5233.78,64,No
C00290,Female,No,No,No,ATT,CreditCard,Month-to-Month,No,Yes,130.0,1617.92,12,Yes
C00291,Male,Yes,No,No,None,CreditCard,Month-to-Month,No,No,42.04,2093.8,49,Yes
C00292,Male,Yes,No,Yes,ATT,BankTransfer,OneYear,Yes,No,84.0,2404.2,28,No
C00293,Male,Yes,No,No,ATT,Electronic,Month-to-Month,No,No,54.09,445.19,6,Yes
C00294,Male,Yes,No,No,Other,Electronic,Month-to-Month,Yes,No,58.14,2708.16,46,No
C00295,Female,Yes,Yes,No,Other,MailedCheck,TwoYear,No,Yes,78.95,2843.16,35,No
C00296,Female,No,No,Yes,None,BankTransfer,Month-to-Month,No,No,83.25,2513.19,30,No
C00297,Male,No,No,Yes,Other,BankTransfer,Month-to-Month,No,No,63.09,2004.49,31,No
C00298,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,90.08,4535.52,49,No
C00299,Female,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,89.2,5177.31,58,Yes
C00300,Female,No,No,No,Other,BankTransfer,TwoYear,Yes,No,101.19,3744.3,37,Yes
C00301,Male,No,Yes,Yes,None,Electronic,Month-to-Month,Yes,No,99.29,5575.56,55,Yes
C00302,Male,No,No,No,None,MailedCheck,Month-to-Month,No,Yes,53.1,2823.99,53,Yes
C00303,Male,No,Yes,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,115.71,3863.62,33,Yes
C00304,Male,Yes,No,No,Other,BankTransfer,TwoYear,Yes,No,74.96,2485.0,33,No
C00305,Female,No,No,No,ATT,Electronic,OneYear,No,No,56.92,1919.97,32,No
C00306,Male,No,No,Yes,Other,BankTransfer,Month-to-Month,No,Yes,120.22,2669.92,21,Yes
C00307,Male,Yes,No,Yes,None,CreditCard,TwoYear,No,Yes,33.75,713.45,21,No
C00308,Female,No,No,Yes,None,CreditCard,Month-to-Month,No,No,91.13,2592.74,28,No
C00309,Male,No,No,No,Other,Electronic,Month-to-Month,No,No,78.45,5698.73,72,No
C00310,Male,No,Yes,No,ATT,CreditCard,Month-to-Month,No,No,65.61,1012.26,13,No
C00311,Female,No,Yes,Yes,ATT,Electronic,TwoYear,No,No,59.52,3790.36,62,No
C00312,Female,No,No,Yes,Other,MailedCheck,Month-to-Month,Yes,No,91.95,5149.84,54,Yes
C00313,Male,Yes,No,No,Other,BankTransfer,Month-to-Month,Yes,No,110.32,6998.5,62,Yes
C00314,Male,Yes,No,Yes,ATT,MailedCheck,Month-to-Month,No,No,65.79,1472.28,20,No
C00315,Male,No,Yes,Yes,ATT,MailedCheck,Month-to-Month,Yes,No,130.0,550.89,3,Yes
C00316,Male,Yes,No,No,None,BankTransfer,Month-to-Month,No,No,63.83,3634.26,55,No
C00317,Male,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,Yes,106.75,4944.53,46,No
C00318,Female,No,Yes,No,ATT,MailedCheck,Month-to-Month,No,Yes,89.57,2707.97,30,No
C00319,Male,Yes,No,Yes,Other,BankTransfer,TwoYear,No,No,51.09,3228.63,63,No
C00320,Female,No,No,No,ATT,CreditCard,OneYear,No,Yes,59.41,1017.44,14,No
C00321,Male,Yes,Yes,Yes,None,Electronic,Month-to-Month,No,Yes,85.99,3890.75,44,Yes
C00322,Male,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,Yes,100.1,4482.32,44,No
C00323,Male,Yes,No,Yes,ATT,BankTransfer,OneYear,No,Yes,88.99,2219.7,23,No
C00324,Female,Yes,Yes,No,None,CreditCard,Month-to-Month,Yes,No,33.31,581.58,15,No
C00325,Female,Yes,No,No,ATT,Electronic,OneYear,Yes,No,73.93,3181.42,43,No
C00326,Female,Yes,No,No,ATT,Electronic,OneYear,No,Yes,106.5,3048.04,27,No
C00327,Male,Yes,No,No,ATT,CreditCard,TwoYear,No,No,64.06,4170.7,65,No
C00328,Male,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,94.31,6608.36,68,No
C00329,Male,No,Yes,Yes,ATT,CreditCard,Month-to-Month,No,No,89.23,6233.92,68,No
C00330,Female,Yes,Yes,Yes,ATT,Electronic,Month-to-Month,Yes,No,78.28,783.96,8,No
C00331,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,No,No,86.25,1424.28,16,Yes
C00332,Male,Yes,Yes,Yes,ATT,BankTransfer,Month-to-Month,No,No,81.87,325.35,2,Yes
C00333,Female,No,Yes,No,Other,CreditCard,TwoYear,No,No,70.03,4563.23,65,No
C00334,Male,Yes,No,Yes,Other,CreditCard,TwoYear,No,No,37.21,2609.93,66,No
C00335,Male,Yes,Yes,Yes,None,CreditCard,Month-to-Month,No,Yes,63.88,4264.97,65,No
C00336,Male,Yes,No,No,Other,BankTransfer,Month-to-Month,No,No,71.54,902.49,10,No
C00337,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,Yes,Yes,104.56,2055.4,19,No
C00338,Male,Yes,No,Yes,ATT,BankTransfer,OneYear,No,Yes,117.78,3829.38,31,Yes
C00339,Male,No,Yes,Yes,ATT,BankTransfer,OneYear,Yes,No,106.2,3386.25,31,No
C00340,Female,Yes,Yes,No,None,Electronic,OneYear,Yes,No,58.92,3316.8,54,No
C00341,Female,Yes,Yes,No,None,CreditCard,OneYear,Yes,No,30.79,308.61,8,No
C00342,Male,No,Yes,No,Other,BankTransfer,Month-to-Month,Yes,No,100.35,1842.5,17,Yes
C00343,Female,No,No,Yes,ATT,MailedCheck,Month-to-Month,Yes,No,130.0,7180.64,54,Yes
C00344,Male,Yes,Yes,Yes,ATT,BankTransfer,OneYear,Yes,No,130.0,3327.1,25,No
C00345,Male,Yes,No,Yes,None,MailedCheck,TwoYear,Yes,No,52.76,907.78,16,No
C00346,Female,Yes,Yes,No,Other,Electronic,OneYear,No,Yes,57.69,2756.8,46,No
C00347,Male,No,No,Yes,Other,BankTransfer,Month-to-Month,Yes,No,94.86,5531.23,58,Yes
C00348,Male,Yes,No,Yes,ATT,CreditCard,Month-to-Month,No,No,123.59,5585.14,45,No
C00349,Male,Yes,No,Yes,ATT,BankTransfer,TwoYear,No,No,75.01,4110.83,54,No
C00350,Male,No,No,Yes,None,CreditCard,Month-to-Month,No,No,77.07,577.4,6,Yes
C00351,Male,No,No,No,ATT,Electronic,Month-to-Month,No,No,116.73,203.57,1,Yes
C00352,Female,No,No,Yes,None,BankTransfer,TwoYear,Yes,No,43.32,1872.58,43,No
C00353,Male,Yes,No,Yes,None,CreditCard,Month-to-Month,Yes,No,96.8,5490.25,55,No
C00354,Female,Yes,No,No,None,BankTransfer,Month-to-Month,No,Yes,64.7,4124.94,61,No
C00355,Male,Yes,No,Yes,Other,BankTransfer,Month-to-Month,No,Yes,84.32,1459.91,16,Yes
C00356,Male,Yes,No,No,None,MailedCheck,Month-to-Month,No,Yes,87.16,6294.85,72,Yes
C00357,Female,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,120.77,2931.25,23,No
C00358,Female,Yes,No,Yes,ATT,BankTransfer,TwoYear,No,Yes,112.14,5781.51,50,No
C00359,Male,Yes,No,Yes,Other,CreditCard,TwoYear,Yes,No,70.07,2366.65,32,No
C00360,Male,No,No,Yes,Other,Electronic,OneYear,No,No,47.11,2506.76,50,No
C00361,Female,No,No,Yes,None,CreditCard,Month-to-Month,Yes,No,93.76,6454.4,67,Yes
C00362,Female,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,81.91,5167.87,62,No
C00363,Female,Yes,No,Yes,ATT,Electronic,Month-to-Month,Yes,No,93.6,5629.08,59,No
C00364,Male,No,No,Yes,None,BankTransfer,TwoYear,Yes,No,53.66,2961.29,54,No
C00365,Male,Yes,Yes,No,ATT,MailedCheck,OneYear,Yes,No,114.07,3656.89,31,No
C00366,Male,Yes,No,Yes,ATT,Electronic,OneYear,Yes,No,99.01,2062.31,19,No
C00367,Female,No,No,Yes,ATT,BankTransfer,TwoYear,No,No,65.94,4262.21,62,No
C00368,Male,Yes,No,Yes,Other,MailedCheck,OneYear,Yes,No,94.09,2290.41,24,No
C00369,Female,Yes,No,Yes,Other,CreditCard,Month-to-Month,No,Yes,115.43,7547.22,65,Yes
C00370,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,Yes,Yes,130.0,6181.33,47,Yes
C00371,Male,Yes,Yes,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,97.53,4810.27,49,No
C00372,Male,No,No,No,None,Electronic,OneYear,No,No,39.18,445.27,10,No
C00373,Male,Yes,No,Yes,ATT,CreditCard,Month-to-Month,Yes,No,90.57,1826.39,18,No
C00374,Male,Yes,Yes,No,ATT,Electronic,Month-to-Month,No,No,93.73,4051.42,43,No
C00375,Female,Yes,No,Yes,None,Electronic,OneYear,No,Yes,67.99,2549.33,37,No
C00376,Female,Yes,No,No,Other,MailedCheck,OneYear,No,Yes,76.49,3866.15,50,No
C00377,Male,Yes,Yes,No,None,Electronic,Month-to-Month,No,Yes,61.5,770.95,12,Yes
C00378,Female,No,No,No,ATT,CreditCard,TwoYear,Yes,Yes,106.66,3678.02,33,Yes
C00379,Female,Yes,Yes,Yes,Other,CreditCard,Month-to-Month,Yes,No,74.5,4120.53,55,No
C00380,Male,No,No,No,ATT,CreditCard,Month-to-Month,No,No,63.76,4431.75,69,No
C00381,Male,No,No,No,ATT,BankTransfer,TwoYear,Yes,No,68.81,2784.28,38,No
C00382,Female,Yes,No,Yes,None,Electronic,Month-to-Month,No,Yes,54.75,2429.41,41,Yes
C00383,Male,No,No,No,Other,CreditCard,OneYear,No,Yes,74.97,2346.53,31,No
C00384,Male,No,Yes,No,ATT,CreditCard,Month-to-Month,No,Yes,79.38,2162.26,27,No
C00385,Female,Yes,No,Yes,None,CreditCard,OneYear,No,No,36.85,1267.02,31,No
C00386,Male,No,No,No,None,BankTransfer,OneYear,No,No,63.48,2962.7,46,No
C00387,Female,Yes,No,No,ATT,CreditCard,OneYear,No,Yes,115.86,2232.78,18,No
C00388,Female,No,Yes,Yes,Other,CreditCard,Month-to-Month,No,No,71.51,5157.96,70,No
C00389,Male,No,Yes,No,ATT,CreditCard,Month-to-Month,No,No,61.87,1795.87,26,No
C00390,Male,Yes,No,Yes,Other,Electronic,Month-to-Month,Yes,Yes,97.51,7099.33,72,No
C00391,Male,No,Yes,No,ATT,Electronic,Month-to-Month,No,No,61.8,2744.5,44,No
C00392,Female,Yes,No,Yes,None,Electronic,OneYear,Yes,Yes,91.14,3692.53,39,No
C00393,Male,Yes,No,No,ATT,CreditCard,Month-to-Month,No,No,78.72,1344.39,16,Yes
C00394,Female,Yes,No,Yes,ATT,BankTransfer,TwoYear,No,No,89.11,1750.08,19,Yes
C00395,Male,No,Yes,Yes,Other,BankTransfer,OneYear,Yes,Yes,86.49,918.1,9,No
C00396,Male,No,No,No,ATT,MailedCheck,Month-to-Month,Yes,Yes,104.2,4376.58,42,Yes
C00397,Male,No,No,Yes,None,Electronic,Month-to-Month,Yes,Yes,60.7,3374.12,55,No
C00398,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,130.0,3551.57,26,Yes
C00399,Male,Yes,No,No,ATT,CreditCard,TwoYear,Yes,Yes,117.14,1506.21,12,Yes
C00400,Female,No,No,No,Other,BankTransfer,OneYear,Yes,No,84.72,4997.56,57,No
C00401,Female,No,No,Yes,None,CreditCard,Month-to-Month,No,No,89.41,4174.18,46,Yes
C00402,Male,No,No,Yes,ATT,CreditCard,Month-to-Month,No,No,64.64,2010.54,30,No
C00403,Female,No,No,No,Other,BankTransfer,OneYear,Yes,Yes,93.35,1709.88,18,No
C00404,Male,No,Yes,No,Other,CreditCard,Month-to-Month,Yes,No,101.03,5784.9,56,No
C00405,Female,No,No,No,ATT,Electronic,Month-to-Month,No,No,98.03,104.15,1,No
C00406,Male,No,Yes,Yes,None,BankTransfer,Month-to-Month,No,No,66.33,1551.3,23,Yes
C00407,Male,Yes,Yes,Yes,Other,CreditCard,Month-to-Month,Yes,No,80.18,375.04,3,No
C00408,Male,Yes,No,Yes,ATT,MailedCheck,Month-to-Month,No,No,115.73,7719.6,66,Yes
C00409,Male,No,No,Yes,ATT,BankTransfer,TwoYear,No,Yes,67.24,3352.23,48,No
C00410,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,130.0,2995.31,23,Yes
C00411,Male,No,Yes,Yes,None,CreditCard,Month-to-Month,Yes,No,83.09,2326.63,27,No
C00412,Male,Yes,No,No,ATT,Electronic,Month-to-Month,No,No,101.51,4220.92,41,Yes
C00413,Male,Yes,Yes,No,Other,Electronic,TwoYear,No,Yes,55.53,1626.32,29,Yes
C00414,Male,No,Yes,Yes,ATT,Electronic,OneYear,Yes,No,108.52,4661.28,42,No
C00415,Female,No,No,Yes,ATT,BankTransfer,TwoYear,Yes,No,79.05,3821.93,46,No
C00416,Female,No,No,No,ATT,CreditCard,Month-to-Month,No,No,98.8,1312.03,12,No
C00417,Male,Yes,No,Yes,Other,Electronic,Month-to-Month,No,No,107.92,6266.33,57,No
C00418,Female,Yes,No,No,ATT,MailedCheck,Month-to-Month,Yes,No,121.0,3433.58,27,Yes
C00419,Female,Yes,Yes,No,ATT,MailedCheck,OneYear,No,No,99.1,2227.27,21,No
C00420,Female,No,No,No,Other,BankTransfer,Month-to-Month,Yes,No,92.23,3737.87,39,No
C00421,Male,Yes,No,No,None,BankTransfer,Month-to-Month,Yes,Yes,50.24,385.86,6,Yes
C00422,Male,Yes,No,Yes,ATT,MailedCheck,TwoYear,No,No,57.29,1850.3,30,No
C00423,Male,No,Yes,Yes,Other,Electronic,TwoYear,No,No,93.83,3014.36,32,No
C00424,Male,Yes,Yes,Yes,ATT,CreditCard,Month-to-Month,No,No,116.49,3509.34,29,Yes
C00425,Female,No,No,No,ATT,MailedCheck,OneYear,Yes,No,114.26,2970.47,25,Yes
C00426,Female,No,No,Yes,Other,BankTransfer,Month-to-Month,No,No,71.51,4062.87,55,Yes
C00427,Female,No,Yes,Yes,ATT,BankTransfer,Month-to-Month,No,No,83.41,4954.83,59,Yes
C00428,Female,Yes,Yes,Yes,Other,Electronic,TwoYear,No,No,87.76,3922.66,43,No
C00429,Female,No,Yes,Yes,ATT,Electronic,Month-to-Month,No,No,92.6,6211.29,67,Yes
C00430,Male,Yes,No,No,None,BankTransfer,Month-to-Month,Yes,No,56.53,1594.39,26,No
C00431,Male,No,No,No,Other,MailedCheck,Month-to-Month,No,Yes,92.84,4505.09,47,Yes
C00432,Female,Yes,No,Yes,Other,BankTransfer,Month-to-Month,Yes,No,66.78,1183.2,15,Yes
C00433,Male,No,No,No,ATT,MailedCheck,OneYear,No,No,52.91,627.92,9,No
C00434,Female,Yes,Yes,Yes,Other,BankTransfer,Month-to-Month,No,Yes,109.79,4152.51,37,No
C00435,Male,No,No,No,ATT,MailedCheck,Month-to-Month,Yes,No,95.22,4664.8,47,No
C00436,Female,Yes,No,Yes,Other,CreditCard,Month-to-Month,Yes,No,61.04,1486.01,22,No
C00437,Female,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,No,115.44,7968.68,68,Yes
C00438,Male,Yes,No,No,ATT,Electronic,TwoYear,No,No,97.39,4612.19,46,No
C00439,Male,Yes,No,No,Other,BankTransfer,OneYear,No,No,53.26,1844.32,33,No
C00440,Male,Yes,Yes,Yes,ATT,CreditCard,OneYear,Yes,Yes,90.07,2185.21,24,No
C00441,Male,Yes,No,No,None,Electronic,TwoYear,No,No,52.56,3236.64,60,No
C00442,Male,Yes,Yes,Yes,ATT,CreditCard,Month-to-Month,No,Yes,99.61,3877.37,38,No
C00443,Male,Yes,No,No,Other,CreditCard,TwoYear,No,No,36.08,507.56,13,No
C00444,Female,No,Yes,No,Other,CreditCard,Month-to-Month,No,No,105.2,3379.22,32,Yes
C00445,Female,No,Yes,Yes,ATT,CreditCard,OneYear,Yes,No,102.47,5112.04,49,No
C00446,Male,Yes,No,Yes,ATT,BankTransfer,TwoYear,Yes,Yes,120.41,7354.38,61,No
C00447,Female,Yes,No,Yes,Other,MailedCheck,Month-to-Month,No,No,76.5,3231.36,42,No
C00448,Female,No,No,Yes,None,Electronic,TwoYear,No,Yes,38.58,1953.45,49,No
C00449,Male,Yes,No,Yes,ATT,CreditCard,OneYear,No,No,77.21,2184.74,27,No
C00450,Male,No,Yes,Yes,ATT,Electronic,Month-to-Month,No,Yes,109.69,4474.9,40,No
C00451,Male,Yes,Yes,Yes,None,CreditCard,Month-to-Month,No,No,34.8,270.53,7,Yes
C00452,Female,Yes,No,No,None,BankTransfer,Month-to-Month,No,Yes,89.27,2632.58,29,No
C00453,Female,Yes,No,Yes,None,MailedCheck,TwoYear,No,No,57.69,1437.34,23,No
C00454,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,No,94.76,3495.24,36,No
C00455,Female,Yes,Yes,No,ATT,Electronic,Month-to-Month,No,No,61.25,3167.64,50,No
C00456,Female,Yes,No,Yes,ATT,BankTransfer,TwoYear,No,No,55.21,3137.16,54,No
C00457,Female,No,Yes,No,Other,MailedCheck,Month-to-Month,No,Yes,105.84,5930.0,56,No
C00458,Male,No,No,No,ATT,BankTransfer,OneYear,No,No,106.07,3959.88,37,No
C00459,Female,Yes,Yes,Yes,None,CreditCard,Month-to-Month,Yes,No,79.45,2432.15,29,No
C00460,Male,Yes,Yes,No,ATT,CreditCard,TwoYear,Yes,Yes,71.73,1710.91,23,No
C00461,Female,No,No,No,ATT,CreditCard,Month-to-Month,Yes,Yes,130.0,7599.4,57,Yes
C00462,Female,No,Yes,No,Other,CreditCard,TwoYear,Yes,Yes,47.98,2368.88,48,No
C00463,Female,No,Yes,Yes,Other,Electronic,Month-to-Month,Yes,No,89.49,632.69,6,No
C00464,Male,No,Yes,Yes,Other,Electronic,Month-to-Month,Yes,Yes,82.59,1348.67,14,Yes
C00465,Male,Yes,No,No,ATT,MailedCheck,Month-to-Month,No,Yes,105.44,6170.17,58,Yes
C00466,Female,Yes,No,No,None,BankTransfer,Month-to-Month,Yes,Yes,90.22,2023.82,22,No
C00467,Male,No,Yes,Yes,Other,Electronic,OneYear,No,No,65.05,1493.88,20,No
C00468,Male,Yes,No,No,Other,MailedCheck,Month-to-Month,No,No,82.17,5124.09,61,Yes
C00469,Male,No,No,Yes,None,CreditCard,OneYear,No,No,59.02,768.06,12,No
C00470,Female,No,No,Yes,None,BankTransfer,TwoYear,No,No,76.01,3436.92,44,No
C00471,Female,Yes,No,Yes,ATT,Electronic,Month-to-Month,Yes,Yes,87.84,1244.98,12,No
C00472,Female,No,No,Yes,ATT,CreditCard,Month-to-Month,No,No,89.41,3024.6,33,No
C00473,Female,Yes,No,Yes,Other,BankTransfer,Month-to-Month,No,No,94.55,5129.59,53,No
C00474,Male,Yes,No,Yes,ATT,Electronic,OneYear,Yes,No,92.96,3540.56,37,No
C00475,Female,Yes,No,Yes,ATT,BankTransfer,OneYear,No,No,52.75,2499.24,46,No
C00476,Female,Yes,No,No,ATT,BankTransfer,Month-to-Month,Yes,No,96.52,1304.48,13,No
C00477,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,No,80.08,2070.55,25,No
C00478,Female,No,No,Yes,None,BankTransfer,Month-to-Month,Yes,Yes,85.94,5716.73,65,No
C00479,Male,Yes,No,Yes,None,Electronic,TwoYear,Yes,No,40.93,771.88,18,No
C00480,Male,Yes,Yes,Yes,ATT,BankTransfer,Month-to-Month,No,No,119.57,6515.57,53,Yes
C00481,Male,No,No,Yes,ATT,Electronic,OneYear,No,No,74.05,2341.41,29,No
C00482,Female,No,No,Yes,ATT,MailedCheck,Month-to-Month,No,No,129.27,1249.97,9,Yes
C00483,Female,No,Yes,Yes,Other,CreditCard,TwoYear,Yes,No,66.45,2244.32,33,No
C00484,Male,Yes,No,Yes,ATT,CreditCard,Month-to-Month,No,No,60.24,3689.73,60,No
C00485,Male,No,No,Yes,None,BankTransfer,Month-to-Month,No,Yes,66.73,4726.22,69,No
C00486,Male,No,No,No,None,MailedCheck,TwoYear,No,No,40.63,2006.83,47,No
C00487,Female,No,No,Yes,Other,BankTransfer,OneYear,No,No,51.65,3072.05,59,No
C00488,Male,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,No,99.76,1750.11,17,No
C00489,Male,Yes,Yes,Yes,ATT,Electronic,Month-to-Month,No,No,84.69,339.2,2,Yes
C00490,Female,No,Yes,No,None,Electronic,TwoYear,No,Yes,30.58,740.06,24,No
C00491,Male,No,Yes,No,ATT,CreditCard,Month-to-Month,Yes,Yes,92.86,5687.97,60,Yes
C00492,Female,Yes,Yes,Yes,ATT,BankTransfer,Month-to-Month,No,No,102.74,1471.66,14,No
C00493,Male,No,Yes,Yes,None,BankTransfer,OneYear,Yes,Yes,59.25,2608.62,41,No
C00494,Female,Yes,No,Yes,ATT,CreditCard,Month-to-Month,No,Yes,110.71,2969.44,26,Yes
C00495,Male,No,No,Yes,ATT,CreditCard,Month-to-Month,Yes,No,96.34,805.57,7,Yes
C00496,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,127.38,3070.81,24,Yes
C00497,Male,No,Yes,No,Other,MailedCheck,OneYear,No,No,79.92,1720.21,20,No
C00498,Female,No,No,Yes,ATT,CreditCard,OneYear,No,No,99.49,4737.01,47,No
C00499,Female,Yes,Yes,No,ATT,CreditCard,OneYear,Yes,Yes,128.37,7378.52,56,No
C00500,Female,Yes,No,No,None,BankTransfer,Month-to-Month,Yes,No,68.81,4340.51,61,No
C00501,Male,No,No,Yes,ATT,Electronic,OneYear,Yes,No,103.5,6062.66,57,No
C00502,Male,Yes,No,No,ATT,CreditCard,OneYear,No,Yes,103.52,5251.3,50,No
C00503,Female,No,No,Yes,ATT,CreditCard,Month-to-Month,No,Yes,130.0,6387.05,48,Yes
C00504,Male,No,No,No,ATT,Electronic,OneYear,No,Yes,107.79,4648.3,42,No
C00505,Female,No,No,No,Other,CreditCard,OneYear,No,Yes,101.99,1375.38,13,Yes
C00506,Female,No,No,No,Other,MailedCheck,Month-to-Month,Yes,No,104.06,3320.18,31,Yes
C00507,Female,No,No,Yes,None,CreditCard,OneYear,Yes,No,82.0,4216.59,49,No
C00508,Female,No,Yes,No,ATT,CreditCard,Month-to-Month,No,No,64.98,192.46,1,Yes
C00509,Female,Yes,Yes,Yes,ATT,BankTransfer,OneYear,Yes,Yes,93.84,3064.19,32,No
C00510,Female,Yes,No,No,ATT,Electronic,TwoYear,No,Yes,113.11,6254.89,55,No
C00511,Male,No,No,No,ATT,CreditCard,TwoYear,Yes,No,66.96,4366.19,65,No
C00512,Female,No,No,No,Other,CreditCard,TwoYear,No,No,58.73,3444.23,58,No
C00513,Male,No,Yes,No,ATT,MailedCheck,Month-to-Month,No,Yes,97.19,2395.21,23,No
C00514,Male,Yes,Yes,No,None,Electronic,OneYear,No,No,40.54,1710.96,42,No
C00515,Male,No,No,Yes,None,MailedCheck,OneYear,Yes,Yes,42.97,896.23,19,No
C00516,Female,Yes,No,No,ATT,MailedCheck,OneYear,Yes,No,61.96,2769.38,44,No
C00517,Male,No,No,No,None,MailedCheck,OneYear,No,No,55.23,2329.42,40,No
C00518,Male,Yes,No,Yes,None,Electronic,Month-to-Month,No,Yes,55.41,910.29,16,Yes
C00519,Male,No,No,Yes,ATT,CreditCard,TwoYear,No,No,120.34,2357.47,18,No
C00520,Male,No,No,Yes,ATT,CreditCard,TwoYear,No,No,93.24,6775.67,72,No
C00521,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,No,67.34,209.92,2,Yes
C00522,Male,No,No,No,ATT,CreditCard,Month-to-Month,No,No,79.19,1380.16,15,No
C00523,Female,Yes,No,No,None,MailedCheck,Month-to-Month,No,No,56.36,2108.8,34,No
C00524,Female,No,Yes,Yes,ATT,Electronic,OneYear,No,No,101.31,5600.53,54,No
C00525,Male,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,Yes,88.74,5779.62,65,No
C00526,Female,No,No,No,ATT,CreditCard,Month-to-Month,No,No,49.56,3435.56,66,Yes
C00527,Male,No,Yes,Yes,ATT,Electronic,OneYear,Yes,No,114.97,2906.95,25,No
C00528,Male,No,No,Yes,None,Electronic,TwoYear,No,No,68.79,3865.53,56,No
C00529,Male,No,No,No,ATT,Electronic,Month-to-Month,No,No,102.26,4717.62,45,Yes
C00530,Female,No,No,Yes,ATT,BankTransfer,TwoYear,No,No,98.39,5616.6,56,No
C00531,Male,Yes,Yes,Yes,None,CreditCard,Month-to-Month,Yes,No,93.37,6441.34,68,Yes
C00532,Female,No,Yes,No,Other,Electronic,OneYear,No,Yes,52.71,1377.79,26,No
C00533,Female,No,Yes,Yes,ATT,BankTransfer,OneYear,Yes,No,116.27,3196.12,27,No
C00534,Female,No,No,Yes,ATT,CreditCard,OneYear,No,No,76.06,1682.2,22,No
C00535,Female,Yes,Yes,No,ATT,MailedCheck,Month-to-Month,Yes,No,78.26,813.22,9,No
C00536,Male,No,No,Yes,ATT,BankTransfer,Month-to-Month,No,No,98.3,3576.19,36,Yes
C00537,Female,Yes,No,No,Other,CreditCard,OneYear,No,Yes,61.96,2344.69,37,No
C00538,Female,Yes,No,No,Other,CreditCard,Month-to-Month,Yes,No,60.67,2786.21,43,No
C00539,Male,Yes,Yes,Yes,ATT,Electronic,TwoYear,No,Yes,106.34,2708.11,24,No
C00540,Female,No,No,Yes,None,CreditCard,OneYear,Yes,No,95.56,1718.43,17,No
C00541,Female,No,Yes,No,None,MailedCheck,OneYear,Yes,No,77.65,4301.72,54,No
C00542,Male,No,No,Yes,ATT,CreditCard,TwoYear,Yes,Yes,92.09,4978.19,53,No
C00543,Male,No,No,No,Other,Electronic,OneYear,Yes,No,61.12,2782.73,44,No
C00544,Male,Yes,No,Yes,None,Electronic,Month-to-Month,No,No,65.61,2564.37,37,No
C00545,Female,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,102.87,4472.24,43,No
